path,branches_missing_it,branches
RED_Ultimate_V1-main/RED_Ultimate/backend-server/src/test/kotlin/com/red/server/AdvancedMessageServiceQueryTest.kt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/backend-server/src/test/kotlin/com/red/server/ConferenceRoomServiceTest.kt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/backend-server/src/test/kotlin/com/red/server/RoomPasswordHasherTest.kt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/backend-server/src/test/kotlin/com/red/server/api/AdminMasterControllerTest.kt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/backend-server/src/test/kotlin/com/red/server/calls/CallPendingEndpointContractTest.kt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/backend-server/src/test/kotlin/com/red/server/calls/ConferenceRoomServiceTest.kt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/backend-server/src/test/kotlin/com/red/server/controllers/PstnBindingControllerTest.kt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/backend-server/src/test/kotlin/com/red/server/pstn/DinstarIntegrationTest.kt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/backend-server/src/test/kotlin/com/red/server/pstn/DinstarLoadBalancerTest.kt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/backend-server/src/test/kotlin/com/red/server/pstn/PstnCallControllerTest.kt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/backend-server/src/test/kotlin/com/red/server/services/DinstarApiContractTest.kt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/backend-server/src/test/kotlin/com/red/server/services/DinstarSignalTest.kt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/backend-server/src/test/kotlin/com/red/server/services/DinstarSmsContractTest.kt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/build_errors.txt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/build_errors10.txt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/build_errors11.txt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/build_errors12.txt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/build_errors13.txt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/build_errors14.txt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/build_errors15.txt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/build_errors3.txt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/build_errors4.txt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/build_errors5.txt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/build_errors6.txt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/build_errors7.txt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/build_errors8.txt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
RED_Ultimate_V1-main/RED_Ultimate/build_errors9.txt,30,"arena/019fe8fa-pro-v1,arena/019fe9e3-pro-v1,arena/019ff019-pro-v1,arena/019ff06b-pro-v1,arena/019ff085-pro-v1,arena/019ff0c7-pro-v1,arena/019ff146-pro-v1,arena/019ff178-pro-v1,arena/019ff1f9-pro-v1,arena/019ff215-pro-v1,arena/019ff237-pro-v1,arena/019ff422-pro-v1,arena/019ff82d-pro-v1,arena/019ff859-pro-v1,arena/019ff8b4-pro-v1,arena/019ff8c7-pro-v1,arena/019ff8f2-pro-v1,arena/019ffce9-pro-v1,arena/019ffd78-pro-v1,arena/019ffe92-pro-v1,arena/019ffece-pro-v1,arena/019fffd5-pro-v1,arena/01a0064f-pro-v1,arena/01a00f9e-pro-v1,chore/platform-rebuild-baseline,feat/admin-social-management,feat/red-engineering-roadmap-20260820,feature/uc2000-ve-sms-browser-audit,fix/restore-websocket-registrations,revert-37-arena/019ffd78-pro-v1"
